,make,model,year,style,distance,engine_capacity,fuel_type,transmission,price
26775,82,737,2011.0,6,230000.0,2000.0,0,1,7500.0
26778,6,113,2012.0,11,211000.0,2000.0,0,0,14999.0
26779,8,51,2010.0,11,12.0,1600.0,4,1,4800.0
26780,35,201,2010.0,3,150000.0,2200.0,0,1,9000.0
26781,6,1,1991.0,10,195000.0,1800.0,4,1,1100.0
26782,82,545,2010.0,11,200000.0,1400.0,3,0,6400.0
26783,60,702,1993.0,10,300000.0,1392.0,4,1,700.0
26784,79,614,2013.0,9,199000.0,2000.0,4,0,15000.0
26785,19,461,2007.0,10,308000.0,1400.0,3,1,2500.0
26786,8,51,2001.0,10,300000.0,200.0,0,0,5500.0
26787,83,637,2015.0,10,67000.0,200.0,4,0,13500.0
26788,79,799,2006.0,4,260000.0,1100.0,4,1,3000.0
26789,48,362,2007.0,10,1.0,3000.0,4,0,7999.0
26790,82,375,1999.0,4,1.0,1400.0,4,1,2199.0
26791,6,111,2003.0,10,1.0,1800.0,4,0,3499.0
26792,82,737,1986.0,6,37000.0,1600.0,0,1,650.0
26793,19,461,2008.0,10,285000.0,1500.0,0,1,3200.0
26794,58,538,2002.0,9,260000.0,2500.0,0,1,7300.0
26796,53,87,1990.0,4,200000.0,200.0,4,1,850.0
26797,60,598,2006.0,6,156400.0,3500.0,3,0,8000.0
26798,55,666,1991.0,10,293702.0,2000.0,3,1,1300.0
26799,8,783,2000.0,3,330000.0,3000.0,3,0,7999.0
26800,55,765,2005.0,5,400250.0,115.0,0,0,6850.0
26801,82,375,2013.0,4,160980.0,1400.0,4,1,9000.0
26802,53,87,1989.0,4,240423.0,134.0,4,1,450.0
26803,19,648,2011.0,4,125300.0,1200.0,4,1,4399.0
26804,66,489,2004.0,4,300000.0,105.0,0,1,2000.0
26805,37,439,2019.0,3,3500.0,0.0,1,0,24499.0
26806,18,184,2017.0,9,40000.0,1000.0,4,0,8000.0
26807,37,742,2018.0,3,45000.0,1600.0,4,0,19000.0
26808,61,143,2005.0,11,294000.0,1300.0,0,1,4350.0
26809,82,545,1994.0,10,370000.0,1783.0,3,1,1500.0
26810,81,37,2004.0,4,140000.0,1500.0,4,1,2000.0
26811,61,807,2006.0,11,1.0,1900.0,0,1,4500.0
26812,66,13,1995.0,4,266000.0,1400.0,4,1,900.0
26813,79,216,2007.0,10,210000.0,2400.0,3,0,6600.0
26814,82,375,1988.0,10,0.0,1781.0,4,1,750.0
26815,82,727,2004.0,3,250000.0,2500.0,0,0,2800.0
26816,79,614,2013.0,3,140000.0,2200.0,0,0,18500.0
26817,8,783,2004.0,9,30.0,3000.0,0,0,10500.0
26818,82,728,2012.0,6,147411.0,1400.0,4,1,7250.0
26819,72,524,2016.0,10,107000.0,1800.0,4,1,10500.0
26820,35,201,2005.0,9,156000.0,2200.0,0,1,4700.0
26821,6,111,2008.0,10,125600.0,2000.0,4,0,4200.0
26822,82,545,2004.0,10,223000.0,1900.0,0,1,2300.0
26824,72,328,2014.0,1,100.0,1200.0,0,1,3500.0
26825,82,375,1990.0,4,20000.0,1300.0,4,1,800.0
26826,20,618,2003.0,11,220000.0,1598.0,3,1,2000.0
26827,48,409,2006.0,10,23000.0,2500.0,4,0,7000.0
26828,17,385,2002.0,6,400000.0,3300.0,3,0,2600.0
26832,55,157,2014.0,4,158000.0,1500.0,0,0,13000.0
26833,8,76,1989.0,10,321000.0,2000.0,4,1,1400.0
26834,35,420,2006.0,4,175000.0,1400.0,4,0,4700.0
26835,55,157,2008.0,4,205000.0,2000.0,0,0,7500.0
26836,79,145,2016.0,11,164600.0,1800.0,2,0,11000.0
26837,58,449,1994.0,10,350000.0,1300.0,4,1,1450.0
26838,35,201,2013.0,9,104000.0,2199.0,0,0,17999.0
26839,79,614,2017.0,9,99500.0,2200.0,0,0,22300.0
26840,72,703,2016.0,10,159000.0,2000.0,0,0,19000.0
26841,23,276,2003.0,7,165000.0,4700.0,3,0,8500.0
26842,60,593,2010.0,3,170000.0,1600.0,4,1,7500.0
26843,48,204,2011.0,4,142000.0,1800.0,4,0,10200.0
26844,53,74,2007.0,6,137000.0,1800.0,4,1,6300.0
26845,82,545,2001.0,10,307000.0,1800.0,3,0,3400.0
26846,8,76,1991.0,10,320000.0,2500.0,4,1,1200.0
26847,61,143,1994.0,4,304000.0,1600.0,4,1,1200.0
26848,82,728,2003.0,5,290000.0,1900.0,0,1,3900.0
26849,8,783,2001.0,9,200000.0,3000.0,3,0,8000.0
26850,66,489,2018.0,4,45000.0,1400.0,0,0,7500.0
26851,19,462,2013.0,11,63000.0,1469.0,0,1,6950.0
26852,3,372,2017.0,10,6750.0,2900.0,4,0,31000.0
26853,8,88,2007.0,10,330000.0,3000.0,0,0,9000.0
26854,66,489,2006.0,11,300000.0,1500.0,0,1,1500.0
26855,26,580,2007.0,2,150000.0,1400.0,3,1,3100.0
26856,6,582,2015.0,3,95500.0,2000.0,4,0,15200.0
26857,66,646,1995.0,4,250000.0,2200.0,4,1,19000.0
26858,55,626,2008.0,10,240000.0,3000.0,0,0,12500.0
26859,60,488,1999.0,10,222.0,3000.0,3,1,3500.0
26860,6,584,2009.0,9,185000.0,3000.0,0,0,24500.0
26861,62,80,2013.0,11,255000.0,1600.0,0,0,9500.0
26862,55,289,2004.0,10,22.0,2600.0,0,0,4000.0
26863,17,53,2006.0,11,225000.0,3000.0,0,0,6500.0
26864,8,76,2005.0,10,11.0,2000.0,0,0,5000.0
26865,83,789,2016.0,9,135000.0,2000.0,4,0,29000.0
26866,8,51,2015.0,10,88000.0,1500.0,4,0,13800.0
26867,66,383,2017.0,6,237000.0,1500.0,0,0,11100.0
26868,55,626,1992.0,10,23000.0,3200.0,3,0,3000.0
26869,66,489,2005.0,11,250000.0,1400.0,4,1,2000.0
26870,53,15,2005.0,4,91000.0,1400.0,0,1,2000.0
26871,72,703,2012.0,4,186088.0,2000.0,0,1,7000.0
26872,66,655,2014.0,4,150333.0,1500.0,0,1,5100.0
26873,55,289,2009.0,10,196186.0,2200.0,0,0,9700.0
26874,8,51,2003.0,10,250000.0,1800.0,4,1,4900.0
26875,61,807,2005.0,6,250000.0,1900.0,0,1,4700.0
26876,18,426,2003.0,6,230000.0,1898.0,0,1,2150.0
26877,83,787,2012.0,9,218000.0,2400.0,0,0,15500.0
26878,61,347,1993.0,9,251000.0,2400.0,3,1,3200.0
26879,82,375,1990.0,4,255555.0,1600.0,4,1,750.0
26880,6,113,2006.0,10,158000.0,2000.0,4,0,6999.0
26881,72,703,2015.0,10,160524.0,2000.0,0,0,13500.0
26882,79,570,2016.0,4,105000.0,1800.0,2,0,10000.0
26883,6,113,2002.0,10,330.0,2500.0,0,1,2300.0
26884,55,468,2013.0,9,88000.0,2200.0,0,0,19800.0
26885,8,76,2008.0,10,220000.0,3000.0,0,0,8000.0
26886,60,593,2012.0,3,92690.0,1598.0,4,0,11000.0
26887,62,58,2011.0,4,148.0,1600.0,4,0,6200.0
26889,43,692,2017.0,3,146000.0,1685.0,0,0,15599.0
26890,60,777,2004.0,9,231541.0,1998.0,4,1,5300.0
26891,51,105,1995.0,0,25000.0,1200.0,4,1,500.0
26892,8,0,2007.0,4,163253.0,1800.0,4,0,5990.0
26894,81,34,1996.0,10,197000.0,1500.0,4,1,1250.0
26895,82,737,2005.0,11,330.0,2500.0,0,1,6000.0
26896,55,768,2003.0,5,215230.0,2200.0,0,1,4490.0
26897,53,87,1996.0,10,300000.0,200.0,3,0,2100.0
26898,53,103,1990.0,10,350000.0,2954.0,3,1,1200.0
26899,82,545,1997.0,10,330000.0,1900.0,0,1,3900.0
26900,37,453,1994.0,10,167000.0,1500.0,4,1,1100.0
26902,55,768,2001.0,6,370000.0,2200.0,0,1,3600.0
26903,6,92,1993.0,11,277700.0,2600.0,3,1,2100.0
26904,55,178,1995.0,10,69452215.0,1800.0,4,1,600.0
26905,72,328,2005.0,11,130000.0,1500.0,0,1,3000.0
26906,35,240,2018.0,10,0.0,1500.0,4,0,23900.0
26910,66,13,1990.0,10,2408.0,1400.0,4,1,700.0
26911,80,73,1990.0,3,250000.0,320.0,0,0,6000.0
26913,43,692,2017.0,9,43000.0,1685.0,0,0,16800.0
26914,60,567,1996.0,4,5588.0,1600.0,4,1,800.0
26915,61,143,1997.0,10,211111.0,1600.0,3,1,1650.0
26917,55,289,2016.0,10,143000.0,2143.0,0,0,19700.0
26918,37,742,2016.0,3,148000.0,1685.0,0,0,15299.0
26919,60,129,2001.0,10,396000.0,2200.0,0,1,2000.0
26920,42,251,2007.0,3,170000.0,2400.0,3,0,6500.0
26921,47,345,2010.0,9,199000.0,2200.0,0,0,10800.0
26922,55,768,2008.0,6,281000.0,2200.0,0,1,7500.0
26923,72,625,2013.0,4,96000.0,1200.0,0,1,5555.0
26924,55,358,2019.0,3,45000.0,2000.0,0,0,55000.0
26925,72,524,2011.0,10,190000.0,1400.0,4,1,3000.0
26926,81,41,1987.0,9,1000.0,1600.0,4,1,2500.0
26927,55,289,2007.0,10,309.0,1800.0,4,0,9200.0
26928,82,375,1982.0,4,300000.0,1600.0,0,1,610.0
26929,37,814,2012.0,11,206000.0,1700.0,0,1,8200.0
26930,61,429,1987.0,10,78000.0,1400.0,4,1,10000.0
26931,43,692,2021.0,3,100.0,1598.0,4,0,30899.0
26932,66,489,2009.0,11,300000.0,1500.0,0,1,5000.0
26933,61,490,2005.0,4,108000.0,1400.0,4,1,3750.0
26934,16,770,2012.0,10,170000.0,1400.0,5,0,9000.0
26935,19,461,2009.0,6,165.0,1600.0,4,1,3800.0
26936,58,366,1992.0,4,123456.0,200.0,4,1,1000.0
26937,35,120,1996.0,10,220.0,200.0,0,1,3200.0
26938,61,259,2006.0,4,150000.0,1000.0,4,1,3500.0
26939,57,261,2019.0,11,15000.0,2000.0,4,0,28200.0
26940,58,248,2007.0,4,151000.0,1300.0,4,1,1250.0
26942,75,159,2009.0,9,222333.0,3500.0,4,0,8500.0
26943,55,468,2012.0,3,177000.0,3000.0,0,0,23999.0
26944,82,668,2002.0,6,420.0,1897.0,0,1,4200.0
26945,19,461,2008.0,10,202423.0,1461.0,0,1,4000.0
26946,83,789,2013.0,9,200000.0,2400.0,0,0,16999.0
26947,6,109,2005.0,4,157000.0,1896.0,0,1,6800.0
26948,79,614,2016.0,3,151000.0,2500.0,2,0,19990.0
26949,58,223,2001.0,4,180000.0,1600.0,4,1,2500.0
26950,55,351,1984.0,9,267000.0,2700.0,0,0,18000.0
26953,61,143,2003.0,11,0.0,1700.0,0,1,1450.0
26954,43,228,2008.0,4,213258.0,1600.0,0,1,4790.0
26955,55,768,2001.0,5,225328.0,2200.0,0,1,4399.0
26956,61,143,2003.0,8,258763.0,1600.0,0,1,700.0
26958,82,759,1994.0,10,12700.0,1800.0,3,1,650.0
26959,8,88,1998.0,2,425000.0,3000.0,3,0,3500.0
26960,61,769,2002.0,6,69594482.0,1900.0,0,1,4100.0
26961,53,208,2021.0,3,0.0,2000.0,4,0,26400.0
26962,72,613,2015.0,10,150000.0,1400.0,0,1,7150.0
26963,55,178,2000.0,10,419689.0,2148.0,0,1,5000.0
26964,79,145,2017.0,11,153550.0,1399.0,0,1,11000.0
26965,80,133,1987.0,6,1111.0,2100.0,4,1,1800.0
26966,27,263,2001.0,7,113383.0,1800.0,0,1,550.0
26967,55,290,1991.0,2,230000.0,2000.0,3,1,3200.0
26968,66,433,1999.0,1,18000.0,1999.0,0,1,1250.0
26969,55,468,2000.0,9,338000.0,2700.0,0,0,3400.0
26970,82,545,2005.0,10,170000.0,1900.0,0,1,4700.0
26971,37,650,2011.0,3,270000.0,2200.0,0,0,12500.0
26972,83,748,2014.0,11,18200.0,1600.0,0,0,12800.0
26973,6,584,2007.0,9,270000.0,3597.0,4,0,20000.0
26974,72,703,2003.0,10,222113.0,1800.0,4,1,3600.0
26975,27,309,1998.0,4,89000.0,1600.0,4,0,1550.0
26976,58,133,1997.0,4,300000.0,1600.0,4,1,2500.0
26977,55,768,2010.0,11,204000.0,2200.0,0,1,10000.0
26978,37,683,2000.0,10,175000.0,2000.0,3,1,2300.0
26979,61,143,1993.0,10,99999.0,1400.0,4,1,1200.0
26980,27,332,2014.0,4,67000.0,1000.0,4,0,12000.0
26981,79,799,2009.0,4,218000.0,1400.0,0,1,5500.0
26982,60,522,2007.0,10,170.0,1500.0,0,1,4099.0
26983,82,375,2007.0,4,183221.0,1400.0,4,1,4999.0
26984,66,13,1990.0,10,296266.0,1400.0,4,1,800.0
26985,55,768,2003.0,5,223341.0,2200.0,0,1,3999.0
26986,83,748,2014.0,4,118000.0,1600.0,0,0,10999.0
26987,6,584,2007.0,9,265000.0,3000.0,0,0,17700.0
26988,8,779,2016.0,3,222950.0,2000.0,0,0,18200.0
26989,82,545,2011.0,11,1.0,1400.0,4,1,8000.0
26990,53,81,2005.0,11,125555.0,1900.0,3,1,2500.0
26991,6,111,1997.0,10,190533.0,1600.0,3,1,1350.0
26992,61,755,1994.0,10,91000.0,1800.0,3,1,900.0
26993,82,558,2006.0,4,153000.0,1400.0,0,1,3100.0
26994,55,289,2007.0,10,280000.0,2200.0,0,0,9500.0
26995,82,220,2004.0,1,280000.0,2500.0,0,1,8000.0
26996,37,651,2000.0,11,188000.0,2000.0,3,1,2500.0
26997,16,447,2006.0,11,245000.0,1600.0,3,1,1300.0
26998,82,220,2017.0,6,47000.0,1996.0,0,0,37000.0
26999,37,650,2013.0,3,97000.0,2000.0,4,0,14500.0
27000,66,489,2014.0,11,168000.0,1499.0,0,0,7200.0
27001,48,306,2013.0,10,216000.0,2500.0,4,0,15700.0
27002,72,703,2003.0,10,300000.0,1900.0,0,1,2300.0
27004,8,784,2010.0,3,175000.0,3000.0,0,0,22700.0
27005,66,310,2000.0,11,278245.0,1988.0,4,1,32300.0
27006,66,433,2009.0,6,201000.0,9700.0,0,1,3100.0
27007,61,807,1999.0,6,250000.0,200.0,0,1,3050.0
27009,19,461,2005.0,11,10000.0,1400.0,3,1,2000.0
27010,82,737,1993.0,6,1.0,2400.0,0,1,2500.0
27011,8,782,2015.0,3,71000.0,2800.0,4,0,24400.0
27012,8,88,2014.0,10,74000.0,4400.0,4,0,16500.0
27013,55,178,2005.0,10,200000.0,2000.0,4,0,5800.0
27014,8,76,2016.0,10,96000.0,2000.0,0,0,25990.0
27015,8,76,2017.0,10,90000.0,1998.0,0,0,34500.0
27016,79,799,2004.0,4,230000.0,1000.0,4,1,3000.0
27017,79,151,2005.0,11,420.0,2000.0,0,1,6200.0
27018,60,425,2011.0,9,177000.0,1600.0,4,0,9300.0
27019,53,74,2011.0,6,146500.0,2000.0,0,1,8500.0
27020,79,150,2002.0,11,306000.0,2000.0,0,1,3650.0
27021,61,143,1995.0,10,202020.0,1400.0,4,1,1000.0
27022,72,524,2013.0,10,118000.0,1200.0,4,1,7650.0
27023,83,749,2010.0,11,290000.0,1600.0,0,1,6500.0
27024,82,212,2013.0,6,240000.0,1598.0,0,1,7300.0
27025,62,57,2007.0,4,225000.0,1600.0,4,0,4850.0
27026,8,76,2005.0,10,225000.0,2500.0,4,0,8750.0
27027,55,468,2002.0,9,1111.0,2700.0,0,0,1600.0
27028,72,524,2008.0,11,2.0,1900.0,0,1,5800.0
27029,82,728,2010.0,6,172525.0,1400.0,4,1,6650.0
27030,60,593,2014.0,3,159752.0,1500.0,0,1,12650.0
27031,55,289,2012.0,10,204000.0,1800.0,3,0,12150.0
27032,61,143,2007.0,11,190650.0,1600.0,3,1,5150.0
27033,16,153,2012.0,4,190650.0,1300.0,0,1,5150.0
27034,61,807,2001.0,6,240350.0,1800.0,3,1,3350.0
27035,72,703,2009.0,10,191000.0,1400.0,4,1,8650.0
27036,8,76,2005.0,10,1111.0,3000.0,0,0,4500.0
27037,61,807,2003.0,11,249000.0,1800.0,3,1,3150.0
27038,81,28,1999.0,11,120000.0,1500.0,4,1,1600.0
27039,8,76,2015.0,10,146000.0,1995.0,0,0,18500.0
27040,58,449,1996.0,10,461000.0,1300.0,4,1,1500.0
27041,43,553,2007.0,4,165325.0,1100.0,0,1,3250.0
27042,6,113,1996.0,10,337500.0,1900.0,0,0,4700.0
27043,55,289,2012.0,11,200000.0,2200.0,0,0,14500.0
27044,82,759,1996.0,10,250000.0,1800.0,4,1,1800.0
27045,79,451,2006.0,3,327000.0,3000.0,0,0,15500.0
27046,8,76,1995.0,10,22222.0,1800.0,3,1,550.0
27047,81,41,1994.0,9,1000.0,1600.0,4,1,1500.0
27048,37,486,2006.0,6,284325.0,1500.0,0,1,3950.0
27049,60,593,2010.0,3,160000.0,1500.0,0,1,7700.0
27050,81,30,1989.0,9,79986.0,160.0,4,1,10000.0
27051,61,755,1995.0,4,238069.0,1800.0,4,1,950.0
27052,8,783,2002.0,9,265000.0,3000.0,0,0,4599.0
27053,66,433,2002.0,1,249000.0,1900.0,0,1,2300.0
27054,19,461,2009.0,11,0.0,1500.0,0,1,3500.0
27055,55,768,2001.0,11,465000.0,2200.0,0,1,2599.0
27056,82,212,2006.0,1,390000.0,2000.0,0,1,3199.0
27057,64,225,2018.0,3,70000.0,2900.0,4,0,79000.0
27058,35,201,2013.0,3,147000.0,2201.0,0,0,16400.0
27059,82,421,2013.0,10,187000.0,1400.0,2,0,8999.0
27060,72,524,2010.0,11,2.0,2000.0,0,0,8200.0
27061,19,288,2013.0,9,122000.0,1461.0,0,1,7000.0
27062,60,593,2008.0,3,199000.0,1500.0,0,1,6850.0
27063,53,209,2018.0,3,66000.0,2198.0,0,0,24000.0
27064,27,183,2012.0,5,182000.0,2000.0,2,0,9000.0
27065,82,421,1989.0,10,29.0,1400.0,3,1,500.0
27066,16,217,2008.0,3,186000.0,1991.0,0,0,11750.0
27067,16,770,2017.0,4,57000.0,1500.0,5,0,14600.0
27068,55,643,2015.0,0,69000.0,2000.0,4,0,21900.0
27069,61,143,2004.0,11,190533.0,1600.0,3,1,2300.0
27070,35,120,2000.0,10,190533.0,1800.0,3,1,1800.0
27071,55,178,1997.0,10,510980.0,2000.0,4,1,2800.0
27072,8,784,2011.0,2,171000.0,4000.0,0,0,32999.0
27073,61,755,1996.0,10,4000000.0,1800.0,3,1,1500.0
27074,27,736,2011.0,6,288000.0,1800.0,0,1,4200.0
27075,82,220,2004.0,6,400000.0,2000.0,3,1,4300.0
27076,43,228,2015.0,4,130000.0,1400.0,0,1,6950.0
27077,26,283,2005.0,6,170000.0,1300.0,0,1,2400.0
27078,81,30,1990.0,10,21000.0,1600.0,4,1,900.0
27080,82,558,2014.0,4,169000.0,1422.0,0,1,7700.0
27081,72,328,2011.0,11,205000.0,1190.0,0,1,4500.0
27082,66,489,2016.0,11,106000.0,1461.0,0,0,8400.0
27083,71,410,2001.0,10,14513104.0,1400.0,4,1,800.0
27084,53,81,2003.0,10,240000.0,1800.0,4,1,3900.0
27085,79,150,2014.0,10,151000.0,1998.0,0,1,11950.0
27086,79,182,2018.0,3,45000.0,1800.0,4,0,18800.0
27087,82,212,2007.0,5,203000.0,1600.0,4,1,4600.0
27088,43,231,2006.0,4,370000.0,1500.0,0,1,2700.0
27089,8,76,1995.0,10,300000.0,2000.0,4,1,2000.0
27090,51,105,1995.0,11,10.0,1300.0,4,1,1000.0
27091,71,410,2011.0,11,1.0,1200.0,0,1,1200.0
27092,66,244,2005.0,4,1111.0,1488.0,0,1,1450.0
27093,61,143,2007.0,11,1111.0,1111.0,0,1,2450.0
27094,58,538,1991.0,9,0.0,3000.0,4,1,4800.0
27095,82,737,1999.0,5,410000.0,2500.0,0,1,4500.0
27096,55,289,2007.0,10,350000.0,2200.0,0,0,12000.0
27098,55,289,2017.0,10,90000.0,2200.0,0,0,33999.0
27099,35,201,2005.0,6,249200.0,200.0,0,1,6500.0
27100,79,614,2002.0,3,23000.0,2000.0,4,1,4500.0
27101,61,259,2004.0,4,230000.0,998.0,4,1,2500.0
27102,21,714,2010.0,9,56000.0,1498.0,4,0,6999.0
27103,8,76,1998.0,10,334555.0,3000.0,0,1,2300.0
27104,8,51,2007.0,11,270000.0,1995.0,0,1,4199.0
27105,58,248,2010.0,4,120000.0,1100.0,4,1,3800.0
27106,55,768,2013.0,6,237000.0,2200.0,0,0,11999.0
27107,28,133,2001.0,6,150000.0,2400.0,3,1,2599.0
27109,27,337,2002.0,11,190000.0,1800.0,0,1,2999.0
27110,79,145,2013.0,11,179000.0,1800.0,2,0,10899.0
27111,82,220,2016.0,6,180000.0,2000.0,0,1,18000.0
27112,79,257,2007.0,11,185000.0,1400.0,0,1,3900.0
27113,61,755,2005.0,10,150333.0,1800.0,4,1,2300.0
27114,66,430,2016.0,9,172780.0,1500.0,0,0,13400.0
27115,6,1,1994.0,10,194000.0,2000.0,3,1,3100.0
27116,8,783,2002.0,9,199801.0,3000.0,3,0,8500.0
27117,55,289,2006.0,10,268000.0,2200.0,0,0,9300.0
27118,8,51,2003.0,10,190000.0,2000.0,4,1,4200.0
27119,27,332,2009.0,4,168000.0,1600.0,0,1,4000.0
27120,8,51,2004.0,11,320000.0,2000.0,0,1,6099.0
27121,60,129,2004.0,6,206000.0,2200.0,0,1,4650.0
27122,79,257,2009.0,9,0.0,2000.0,4,1,4999.0
27123,60,128,2000.0,4,444000.0,2200.0,0,1,1700.0
27124,61,143,2008.0,4,1810000.0,1400.0,4,1,2800.0
27125,36,396,2008.0,9,60000.0,5300.0,3,0,30000.0
27126,82,727,2007.0,9,120000.0,2500.0,0,1,10000.0
27127,72,524,2017.0,4,90000.0,1598.0,0,1,13600.0
27128,72,328,2005.0,11,1244.0,1400.0,0,1,3600.0
27129,55,178,2001.0,10,215827.0,2200.0,0,1,4500.0
27130,55,200,2007.0,2,217000.0,3000.0,0,0,8500.0
27132,55,666,1987.0,10,0.0,200.0,4,1,1850.0
27133,79,150,2006.0,4,261079.0,200.0,0,1,6500.0
27134,19,461,2011.0,10,1111111.0,1400.0,3,1,28000.0
27135,55,157,2019.0,6,45000.0,1460.0,0,0,24600.0
27137,60,488,2001.0,10,1.0,300.0,4,0,2600.0
27139,79,257,2006.0,4,14000.0,1400.0,0,0,6500.0
27140,55,289,2008.0,10,260000.0,320.0,0,0,12000.0
27141,80,73,1988.0,9,19850.0,2500.0,3,1,1950.0
27142,19,461,2018.0,10,192800.0,1200.0,3,1,4500.0
27143,82,375,2011.0,4,220000.0,1400.0,4,0,8450.0
27144,79,222,1990.0,10,100000.0,2000.0,4,1,1100.0
27145,50,730,1999.0,10,1.0,4600.0,4,0,3333.0
27146,18,187,2010.0,6,158000.0,1400.0,4,1,4499.0
27147,27,736,2004.0,6,250000.0,1800.0,0,1,3000.0
27148,85,104,1974.0,2,18000.0,968.0,4,1,300.0
27149,6,111,1996.0,10,297068.0,1600.0,4,1,3250.0
27150,82,759,1996.0,10,233000.0,1800.0,3,1,25000.0
27151,79,257,2008.0,4,197500.0,1400.0,0,1,6500.0
27152,60,593,2016.0,3,166068.0,1500.0,0,1,11500.0
27154,8,51,1988.0,10,240000.0,2400.0,0,1,1200.0
27155,43,690,2004.0,10,190533.0,1500.0,3,1,1300.0
27156,72,524,2017.0,10,159000.0,1600.0,0,0,15000.0
27157,82,375,1984.0,11,100.0,1600.0,0,1,800.0
27158,72,524,2011.0,11,209000.0,1600.0,3,1,6950.0
27159,82,737,2014.0,1,101800.0,2000.0,0,1,10000.0
27160,79,150,2004.0,10,314000.0,2000.0,0,1,4500.0
27161,6,92,1989.0,10,280000.0,1800.0,4,1,550.0
27162,6,584,2019.0,3,37000.0,2000.0,4,0,43500.0
27163,43,684,2016.0,9,92000.0,2000.0,0,0,21750.0
27164,60,593,2010.0,9,1.0,1500.0,0,1,8200.0
27165,60,724,2008.0,4,187000.0,1500.0,0,1,3000.0
27166,82,545,2007.0,11,180000.0,2000.0,0,1,4000.0
27167,79,258,2006.0,11,180000.0,2000.0,0,1,4600.0
27168,6,115,2017.0,10,75000.0,3000.0,0,0,55000.0
27169,64,542,2017.0,4,56000.0,2900.0,4,0,68500.0
27170,79,257,2005.0,4,218000.0,1400.0,0,1,5300.0
27171,37,298,2021.0,10,3500.0,2000.0,4,0,16000.0
27172,66,712,2018.0,10,108000.0,1500.0,0,1,12800.0
27173,61,143,1998.0,4,91000.0,1600.0,3,1,900.0
27174,47,345,2005.0,3,158888.0,2000.0,0,1,4000.0
27175,27,337,2011.0,10,195.0,1600.0,4,1,4800.0
27176,6,113,2007.0,11,370.0,3000.0,0,0,5150.0
27177,55,468,2012.0,3,130000.0,3500.0,0,0,27900.0
27178,61,143,2010.0,11,161000.0,1300.0,0,1,5650.0
27179,37,453,1994.0,10,111111.0,1500.0,4,1,1550.0
27181,82,545,2016.0,11,210000.0,2000.0,0,0,16500.0
27182,60,128,1997.0,10,87000.0,1600.0,4,1,500.0
27183,55,289,1995.0,11,325000.0,1998.0,4,1,4500.0
27184,55,289,2007.0,10,270000.0,2149.0,0,1,4300.0
27185,61,528,1997.0,11,250000.0,2500.0,0,1,850.0
27186,37,393,2020.0,6,13600.0,2500.0,0,0,35500.0
27187,79,145,2011.0,4,230000.0,1400.0,0,1,7200.0
27188,79,257,2006.0,4,158888.0,1400.0,0,1,3850.0
27189,82,545,1993.0,11,119119.0,1900.0,0,1,1000.0
27190,79,150,2007.0,11,195200.0,1998.0,0,1,5500.0
27191,72,328,2006.0,11,2888.0,1400.0,0,1,1850.0
27192,82,737,2003.0,6,12345.0,1900.0,0,1,2150.0
27193,19,288,2012.0,9,168670.0,1500.0,0,1,7400.0
27195,76,691,2008.0,6,111.0,1111.0,4,1,1700.0
27196,19,286,2012.0,11,1.0,1500.0,0,1,5555.0
27197,79,451,2008.0,9,298295.0,2696.0,3,0,15800.0
27198,27,319,2013.0,7,93000.0,5000.0,4,0,25770.0
27199,55,468,2013.0,3,78000.0,2500.0,0,0,27700.0
27200,8,51,2006.0,10,300000.0,2000.0,4,0,7499.0
27201,83,789,2006.0,9,0.0,2500.0,4,0,5800.0
27202,61,143,2014.0,6,0.0,1600.0,4,0,4200.0
27203,19,461,2015.0,11,1.0,1200.0,3,1,2500.0
27204,67,18,1995.0,10,228000.0,1400.0,4,1,850.0
27205,55,289,2011.0,10,300000.0,2143.0,0,0,13500.0
27206,55,768,2014.0,6,195000.0,2200.0,0,0,14299.0
27207,55,289,1993.0,3,400000.0,2000.0,0,0,2300.0
27208,79,451,2007.0,9,190000.0,2700.0,3,0,12000.0
27209,4,130,1996.0,9,53000.0,2500.0,3,1,2500.0
27210,19,462,2008.0,11,2006.0,1500.0,0,1,4250.0
27211,79,743,2008.0,7,165000.0,5700.0,3,0,20000.0
27213,42,251,2016.0,3,46000.0,2000.0,4,0,10650.0
27214,55,289,2014.0,10,300.0,2200.0,0,0,15000.0
27215,55,178,1996.0,10,230000.0,1800.0,4,1,765.0
27217,66,336,2013.0,10,97000.0,100.0,1,0,7888.0
27219,26,79,2017.0,4,126000.0,1300.0,0,0,9990.0
27220,79,257,2005.0,4,120000.0,1400.0,0,1,4200.0
27222,82,375,2004.0,4,270000.0,1400.0,4,1,3300.0
27223,55,626,2005.0,10,350.0,3500.0,3,0,12000.0
27225,71,126,2002.0,6,3.0,1900.0,0,1,2250.0
27229,21,679,2005.0,4,192000.0,998.0,4,1,2950.0
27232,55,289,2005.0,11,324000.0,2998.0,0,0,3600.0
27233,82,375,2011.0,4,150333.0,1600.0,4,1,5450.0
27234,73,341,2009.0,4,38900.0,1400.0,0,0,1800.0
27235,6,113,1995.0,10,185000.0,1900.0,0,1,1700.0
27236,79,222,1999.0,11,153000.0,1600.0,3,1,1200.0
27237,72,524,2011.0,11,223456.0,1900.0,0,1,4800.0
27238,82,728,2007.0,6,190000.0,1400.0,4,0,6499.0
27239,6,92,1991.0,10,1.0,1800.0,4,1,800.0
27240,19,288,2012.0,9,180000.0,1600.0,3,1,6200.0
