,make,model,year,style,distance,engine_capacity,fuel_type,transmission,price
12472,55,358,2016.0,9,117820.0,2143.0,0,0,32500.0
12473,35,240,2017.0,4,83000.0,1498.0,4,0,13250.0
12475,66,655,2008.0,4,220000.0,1500.0,0,1,3100.0
12476,61,755,2008.0,10,220000.0,1900.0,0,0,3650.0
12477,79,257,2006.0,11,220000.0,1400.0,0,1,4000.0
12478,38,591,2014.0,3,8900.0,3700.0,4,0,22900.0
12479,66,383,2017.0,6,154350.0,1461.0,0,0,12400.0
12480,79,145,2008.0,4,190000.0,1400.0,0,0,6500.0
12481,79,145,2008.0,4,250000.0,1400.0,0,1,5600.0
12483,66,655,2015.0,11,167000.0,1500.0,0,1,7250.0
12484,72,328,2009.0,4,230000.0,1200.0,4,1,3150.0
12486,79,145,2011.0,4,180000.0,1400.0,0,1,6500.0
12487,8,76,1990.0,10,368000.0,1999.0,4,1,1250.0
12488,82,737,2012.0,11,200000.0,2000.0,0,0,10500.0
12489,61,259,2003.0,4,21000.0,1000.0,4,1,2600.0
12490,66,430,2018.0,3,155000.0,1500.0,0,0,13899.0
12491,61,755,2004.0,10,196500.0,1800.0,3,1,2999.0
12492,6,584,2013.0,9,170000.0,3000.0,0,0,27900.0
12493,35,120,1996.0,10,35000.0,1800.0,4,1,13000.0
12494,83,789,2012.0,3,278000.0,2400.0,0,0,21000.0
12495,8,76,2005.0,10,234500.0,3000.0,0,0,8500.0
12496,82,375,2011.0,11,153100.0,1400.0,4,1,7800.0
12497,66,489,2004.0,11,302000.0,1500.0,0,1,2800.0
12498,61,143,2016.0,11,140501.0,1600.0,0,1,10600.0
12499,72,703,2015.0,10,88000.0,200.0,4,0,18400.0
12500,82,668,2007.0,6,280.0,1984.0,0,1,6300.0
12501,51,105,1985.0,0,45000.0,1300.0,4,1,1000.0
12502,19,288,2012.0,3,208147.0,1500.0,0,1,8699.0
12503,40,419,2021.0,3,0.0,1500.0,4,0,14900.0
12504,58,538,2011.0,3,113224.0,2500.0,0,0,13199.0
12505,27,350,2014.0,10,136000.0,2000.0,5,0,11200.0
12506,17,516,1996.0,10,0.0,2000.0,4,1,1200.0
12507,72,524,2011.0,4,250000.0,1600.0,4,1,5350.0
12508,8,779,2016.0,3,135700.0,1600.0,0,1,18333.0
12509,8,76,2001.0,10,260000.0,2500.0,0,0,4900.0
12510,79,145,2009.0,4,190000.0,1364.0,0,1,6200.0
12511,27,350,2005.0,4,300.0,1300.0,0,0,4000.0
12512,35,120,1996.0,10,300.0,2000.0,4,1,2199.0
12513,72,613,2017.0,4,43822.0,1422.0,0,0,9999.0
12514,66,430,2016.0,3,161325.0,1500.0,0,0,12800.0
12515,66,430,2017.0,3,143143.0,1500.0,0,0,12800.0
12516,27,337,2015.0,11,148325.0,1500.0,0,1,7800.0
12517,66,430,2018.0,3,154325.0,1500.0,0,0,13800.0
12518,6,92,1993.0,10,158325.0,1800.0,4,1,850.0
12519,55,360,2014.0,3,167000.0,2200.0,0,0,21500.0
12520,6,92,1993.0,10,0.0,200.0,3,1,1000.0
12521,82,723,2009.0,3,261000.0,1390.0,4,1,7500.0
12522,83,787,2010.0,9,211000.0,2400.0,0,0,13200.0
12524,8,76,1990.0,10,257000.0,2000.0,4,1,1500.0
12525,64,225,2019.0,3,35000.0,2900.0,4,0,99900.0
12526,19,648,2009.0,4,191000.0,1400.0,3,1,2999.0
12539,40,418,2021.0,10,1.0,1500.0,4,0,15900.0
12540,8,51,2020.0,10,40000.0,1998.0,4,0,35500.0
12541,27,736,2012.0,1,199999.0,1800.0,0,1,4950.0
12542,27,350,2016.0,10,140000.0,2000.0,2,0,11200.0
12544,61,143,1994.0,11,219000.0,1700.0,0,1,1399.0
12545,82,545,2008.0,10,126000.0,1997.0,0,1,2000.0
12546,58,535,2014.0,3,221000.0,2000.0,5,0,13700.0
12547,55,768,2015.0,5,217000.0,2146.0,0,1,19300.0
12548,6,109,2010.0,11,198000.0,1390.0,4,0,7699.0
12549,79,762,2010.0,6,208155.0,1800.0,4,1,8200.0
12550,60,425,2010.0,3,100000.0,1600.0,4,0,8997.0
12551,79,570,2012.0,4,205000.0,1800.0,2,0,8400.0
12552,58,449,2004.0,10,238850.0,1600.0,4,1,3000.0
12553,27,736,2011.0,1,205000.0,1800.0,0,1,4500.0
12554,55,178,2011.0,10,78000.0,1796.0,4,0,12000.0
12555,19,648,2009.0,4,191000.0,1400.0,3,1,2899.0
12556,82,375,2011.0,4,212525.0,1200.0,4,1,5499.0
12557,8,783,2003.0,9,269121.0,3000.0,4,0,8499.0
12558,79,570,2008.0,4,210021.0,1500.0,2,0,4999.0
12559,19,461,2007.0,10,212525.0,1400.0,3,1,3700.0
12560,19,285,2014.0,6,96212.0,1600.0,4,1,4999.0
12561,19,461,2007.0,10,252121.0,1400.0,3,1,3199.0
12562,55,626,2012.0,10,270000.0,2200.0,0,0,22000.0
12564,55,289,2013.0,10,165000.0,2143.0,0,0,16500.0
12565,79,145,2011.0,4,183212.0,1800.0,2,0,7699.0
12566,19,461,2009.0,10,398212.0,1400.0,3,1,3299.0
12567,19,461,2006.0,10,199156.0,1600.0,3,1,3299.0
12568,66,489,2006.0,11,218121.0,1600.0,3,1,3899.0
12569,27,333,2006.0,2,300000.0,1400.0,0,1,2500.0
12570,55,289,1998.0,10,200000.0,2000.0,0,1,700.0
12571,37,742,2015.0,3,62000.0,2000.0,0,0,18950.0
12572,19,461,2009.0,11,200501.0,1400.0,3,1,4100.0
12573,72,328,2005.0,11,210000.0,1200.0,4,1,2850.0
12574,27,350,2005.0,4,216000.0,1400.0,0,1,800.0
12575,66,448,2008.0,10,160000.0,2000.0,0,0,3200.0
12576,63,378,1994.0,10,1234.0,2000.0,4,1,26000.0
12577,71,132,2011.0,5,141000.0,1400.0,4,1,5799.0
12578,27,350,2013.0,10,170000.0,200.0,5,0,11500.0
12579,8,51,2004.0,10,156200.0,1995.0,4,0,6900.0
12581,76,767,2016.0,3,70000.0,1400.0,4,0,14450.0
12582,79,614,2014.0,3,168000.0,2000.0,0,1,15900.0
12583,79,145,2010.0,4,241000.0,1400.0,0,1,6550.0
12584,37,683,1997.0,10,251707.0,2000.0,4,0,2000.0
12585,6,1,1992.0,10,300000.0,2300.0,4,1,1000.0
12586,8,76,1998.0,10,402000.0,2500.0,0,1,3600.0
12587,58,535,2008.0,3,245000.0,2400.0,3,0,6999.0
12588,61,528,1990.0,11,250000.0,2000.0,4,1,500.0
12589,79,145,2007.0,4,303000.0,1400.0,0,1,5600.0
12590,6,115,2006.0,10,350000.0,4200.0,3,0,14500.0
12591,62,22,2009.0,4,79500.0,1600.0,4,1,7100.0
12592,47,280,2005.0,3,260000.0,2700.0,0,0,8000.0
12593,82,375,2006.0,4,230000.0,1900.0,0,1,5199.0
12594,19,461,2005.0,10,217703.0,1400.0,4,1,2699.0
12595,8,75,2011.0,2,202070.0,3000.0,0,0,18999.0
12596,82,375,2009.0,4,144000.0,1400.0,4,1,4999.0
12598,60,593,2008.0,11,0.0,1500.0,0,1,5500.0
12599,60,777,2008.0,11,0.0,2000.0,0,0,5800.0
12601,66,489,2015.0,11,170000.0,1490.0,0,0,7599.0
12604,79,216,2008.0,10,0.0,2400.0,4,1,5350.0
12605,8,51,2017.0,10,1.0,2500.0,4,0,7300.0
12606,82,737,2006.0,11,0.0,1900.0,0,1,2300.0
12607,83,789,2006.0,9,0.0,2500.0,4,0,6300.0
12608,79,145,2013.0,11,189000.0,1800.0,2,0,10550.0
12609,61,143,2009.0,11,0.0,1300.0,0,1,3000.0
12610,19,461,2012.0,10,190086.0,1200.0,4,1,3199.0
12612,72,703,2015.0,10,165500.0,2000.0,0,0,15299.0
12613,60,128,1996.0,4,262611.0,1400.0,4,1,1999.0
12614,19,288,2011.0,9,208000.0,1500.0,0,1,8499.0
12615,16,533,2013.0,6,183000.0,1800.0,4,1,7499.0
12616,72,328,2011.0,11,190000.0,1200.0,0,1,4850.0
12617,82,375,1996.0,4,350653.0,1600.0,3,1,1698.0
12618,79,614,2015.0,9,163632.0,2600.0,4,0,14999.0
12619,61,259,2003.0,4,279325.0,1400.0,4,0,3899.0
12620,55,157,2005.0,4,200000.0,1700.0,4,0,5299.0
12621,58,444,2007.0,11,431000.0,2400.0,0,0,8999.0
12622,19,648,2009.0,4,160000.0,1400.0,3,1,3199.0
12623,19,461,2007.0,10,215149.0,1500.0,0,1,2799.0
12624,72,703,2008.0,10,247868.0,1800.0,4,1,7499.0
12625,58,538,2010.0,9,113224.0,2500.0,0,0,13000.0
12626,79,570,2012.0,4,95480.0,1800.0,5,0,8799.0
12627,19,462,2007.0,11,356718.0,1500.0,0,1,2899.0
12628,79,145,2007.0,4,270623.0,1400.0,0,1,5599.0
12629,66,448,2008.0,11,210195.0,1500.0,0,1,5199.0
12631,6,584,2008.0,9,23000.0,4200.0,0,0,15000.0
12632,72,331,1999.0,4,265371.0,1598.0,4,1,750.0
12633,66,489,1997.0,4,15087.0,1600.0,4,1,750.0
12634,6,584,2017.0,3,62000.0,2000.0,4,0,40900.0
12636,8,76,2014.0,10,125006.0,2000.0,0,0,10000.0
12637,6,111,2005.0,10,162000.0,1800.0,4,0,5450.0
12638,19,461,2012.0,10,189454.0,1200.0,4,1,2999.0
12639,82,668,1998.0,6,198000.0,2000.0,4,1,500.0
12640,19,461,2013.0,11,144212.0,1200.0,3,1,5799.0
12641,19,461,2008.0,10,318252.0,1500.0,0,1,2899.0
12642,19,461,2012.0,10,232252.0,1200.0,3,1,2999.0
12643,82,546,2012.0,10,162000.0,2000.0,4,0,10900.0
12644,66,448,2009.0,11,210121.0,1500.0,0,1,5499.0
12645,37,395,2004.0,6,277139.0,2500.0,0,1,2799.0
12646,73,343,2003.0,2,182555.0,900.0,4,0,1699.0
12647,8,783,2002.0,9,1.0,3000.0,3,0,7999.0
12648,82,737,2005.0,6,256010.0,2461.0,0,1,6999.0
12649,19,461,2018.0,11,3822.0,1000.0,4,1,6999.0
12650,16,399,2006.0,4,160000.0,2200.0,3,0,5600.0
12651,19,461,2008.0,11,173580.0,1400.0,3,1,2499.0
12652,82,545,2014.0,11,189000.0,1600.0,0,1,10900.0
12653,66,433,2003.0,6,266000.0,1461.0,0,1,1700.0
12654,42,775,2019.0,9,4700.0,2200.0,0,0,43900.0
12655,55,626,2016.0,10,169000.0,3000.0,0,0,52500.0
12656,66,712,2016.0,10,198920.0,1461.0,0,0,7355.0
12657,58,501,2019.0,9,16.0,3000.0,4,0,31900.0
12658,8,780,2018.0,3,28000.0,1998.0,4,0,21500.0
12659,37,650,2015.0,9,122188.0,1995.0,0,0,17800.0
12660,71,131,2006.0,4,150000.0,1600.0,4,1,3699.0
12661,47,280,2011.0,9,335252.0,3000.0,0,0,16999.0
12662,17,659,2008.0,10,225000.0,2000.0,0,1,4499.0
12663,72,613,2016.0,10,90087.0,1400.0,0,1,7999.0
12664,8,76,2004.0,10,225000.0,2171.0,4,0,6999.0
12665,83,789,2007.0,9,186545.0,2400.0,4,0,7299.0
12666,79,570,2012.0,4,168.0,1800.0,5,0,9777.0
12667,43,531,2016.0,10,67000.0,1600.0,4,0,11999.0
12668,8,76,2019.0,10,17800.0,2000.0,5,0,35250.0
12669,62,80,2012.0,11,169000.0,1997.0,2,0,11500.0
12670,53,209,2012.0,3,142000.0,2000.0,4,0,11599.0
12671,81,40,2005.0,10,252424.0,1500.0,4,1,799.0
12677,19,462,2015.0,7,105000.0,1500.0,0,1,7000.0
12678,37,683,2016.0,10,65800.0,2000.0,2,0,16500.0
12681,8,76,2007.0,11,245252.0,2000.0,0,1,1500.0
12682,19,461,2007.0,10,220274.0,1400.0,3,1,2599.0
12683,82,737,2005.0,6,225000.0,1900.0,0,1,6999.0
12684,37,683,2016.0,10,67000.0,2000.0,2,0,15000.0
12685,55,626,2016.0,10,82000.0,2987.0,0,0,50000.0
12686,58,449,1991.0,10,35000.0,1500.0,4,0,1200.0
12687,27,367,2001.0,6,290.0,1900.0,0,1,2400.0
12688,37,742,2016.0,9,113000.0,1600.0,4,0,16750.0
12689,27,367,2001.0,6,296.0,1900.0,0,1,2400.0
12690,66,383,2018.0,6,119100.0,1500.0,0,0,14750.0
12691,53,87,1991.0,10,350000.0,2200.0,3,1,999.0
12692,82,545,1989.0,11,0.0,1800.0,3,1,1300.0
12693,61,143,2013.0,11,163700.0,1300.0,0,1,6750.0
12694,27,350,2013.0,10,130000.0,2000.0,4,0,11500.0
12697,79,145,2015.0,11,149891.0,1798.0,2,0,12399.0
12698,61,259,2003.0,4,220000.0,100.0,4,1,2700.0
12699,62,57,2003.0,11,123123.0,1600.0,4,0,2400.0
12700,66,383,2017.0,6,98700.0,1500.0,0,1,12700.0
12701,83,787,2014.0,9,185000.0,2400.0,0,0,19500.0
12702,6,113,2017.0,10,82432.0,2000.0,4,0,20500.0
12703,82,421,2017.0,10,150432.0,1400.0,4,0,7850.0
12705,61,143,2012.0,11,215000.0,1300.0,0,1,6950.0
12706,55,178,2015.0,10,175000.0,2000.0,5,0,20200.0
12707,66,383,2005.0,6,230000.0,1500.0,0,1,3500.0
12708,61,143,2006.0,11,270284.0,1600.0,3,1,4300.0
12709,48,306,2014.0,10,120000.0,2500.0,2,0,15000.0
12710,55,666,1992.0,10,0.0,2000.0,3,1,1500.0
12711,60,593,2017.0,9,185000.0,1500.0,0,1,12950.0
12712,66,489,2004.0,4,225332.0,1400.0,4,1,2350.0
12713,43,692,2017.0,3,20000.0,2000.0,4,0,17950.0
12714,60,593,2012.0,3,107000.0,1500.0,0,1,9999.0
12715,37,742,2016.0,3,200.0,2000.0,0,0,18750.0
12718,79,614,2013.0,3,82000.0,2000.0,4,0,17350.0
12719,64,225,2014.0,3,136000.0,3000.0,0,0,33550.0
12720,66,744,2007.0,4,88000.0,1200.0,4,1,1800.0
12722,60,505,2014.0,9,73000.0,2500.0,0,0,16500.0
12723,55,178,2014.0,10,185000.0,2200.0,0,0,13800.0
12724,27,337,2016.0,11,140000.0,1499.0,0,0,8850.0
12725,79,147,2013.0,10,190000.0,2500.0,2,0,14500.0
12726,27,499,2015.0,11,195000.0,1500.0,0,1,10400.0
12727,82,421,2020.0,10,16000.0,1400.0,4,0,12700.0
12728,66,489,2005.0,11,80000.0,1500.0,0,1,4000.0
12737,79,257,2007.0,10,280.0,1400.0,0,1,6400.0
12739,27,337,2004.0,11,216000.0,1600.0,4,1,3000.0
12740,53,475,2006.0,6,164.0,200.0,0,1,2500.0
12741,55,768,2008.0,11,187000.0,2200.0,0,1,5000.0
12742,61,143,2005.0,11,256000.0,1590.0,4,1,4000.0
12743,55,768,2006.0,6,277000.0,2200.0,0,1,5300.0
12744,79,799,2008.0,4,187000.0,1400.0,0,1,3200.0
12745,83,789,2005.0,9,145000.0,2400.0,0,1,6000.0
12746,6,584,2008.0,9,280000.0,3000.0,0,0,18300.0
12747,62,58,2008.0,4,208000.0,1600.0,4,0,4900.0
12748,47,610,2012.0,3,200000.0,300.0,0,0,22300.0
12749,13,118,2013.0,10,111000.0,2000.0,4,0,14300.0
12750,61,143,1997.0,6,12345.0,1600.0,4,0,1500.0
12751,79,257,2005.0,4,320000.0,1400.0,0,0,4800.0
12752,58,687,2016.0,4,70000.0,1200.0,4,1,6599.0
12754,79,257,2006.0,4,300000.0,1400.0,0,1,5600.0
12755,8,76,2003.0,11,404.0,2500.0,0,0,4500.0
12757,55,178,1995.0,10,262000.0,2200.0,3,0,2200.0
12758,35,120,2015.0,10,57000.0,2000.0,2,0,14900.0
12759,55,289,2013.0,10,100000.0,2200.0,0,0,11000.0
12760,61,143,2003.0,11,194000.0,1600.0,4,1,3599.0
12761,66,489,2004.0,11,234000.0,1500.0,0,1,3650.0
12762,55,178,1996.0,10,99.0,1800.0,4,1,2100.0
12763,82,727,2010.0,9,213000.0,3000.0,2,0,14999.0
12764,8,88,2005.0,10,280000.0,3000.0,0,0,9950.0
12765,53,563,2003.0,11,320.0,1800.0,4,1,3200.0
12766,47,280,2012.0,9,2000.0,3000.0,0,0,14000.0
12767,66,655,2012.0,4,223000.0,1500.0,0,0,6200.0
12768,55,626,1995.0,10,270.0,3500.0,0,0,2500.0
12769,27,674,1991.0,10,20000.0,2000.0,4,1,11500.0
12770,58,295,2018.0,3,39000.0,1500.0,4,0,15200.0
12771,66,489,2009.0,11,187000.0,1500.0,0,1,4500.0
12772,19,462,2009.0,11,180000.0,1400.0,3,1,2900.0
12773,27,332,2000.0,4,53200.0,1300.0,4,1,1800.0
12774,60,593,2017.0,3,163000.0,1500.0,0,1,13300.0
12775,37,408,2018.0,4,168000.0,1580.0,2,0,13333.0
12776,58,535,2017.0,3,18000.0,2200.0,0,0,18500.0
12777,82,545,2006.0,10,275000.0,1900.0,0,1,6200.0
12778,82,737,2000.0,6,288000.0,2500.0,0,1,3999.0
12779,66,489,2014.0,4,161000.0,1500.0,0,1,6300.0
12780,72,801,2012.0,1,155366.0,2000.0,0,1,4500.0
12781,55,289,2013.0,10,251801.0,2200.0,0,0,15000.0
12782,26,543,2006.0,4,200000.0,1200.0,4,0,3050.0
12783,79,145,2007.0,2,200000.0,1400.0,0,1,4750.0
12784,41,790,2015.0,10,165000.0,2000.0,0,0,21000.0
12785,82,375,2015.0,4,148000.0,1400.0,5,0,12290.0
12786,18,185,2006.0,4,115500.0,1400.0,4,1,2100.0
12787,79,257,2006.0,4,219000.0,1400.0,0,1,4400.0
12788,27,630,2007.0,5,250000.0,2000.0,4,1,2700.0
12789,72,703,2016.0,10,150000.0,2000.0,0,0,17900.0
12790,61,807,2002.0,6,350000.0,1600.0,3,1,3500.0
12791,6,111,2012.0,10,564655.0,1800.0,4,1,9000.0
12792,4,130,2012.0,4,150000.0,1500.0,0,1,5600.0
12793,76,767,2017.0,3,51000.0,1400.0,4,0,15500.0
12794,37,742,2017.0,9,45000.0,1685.0,0,0,16800.0
12795,6,113,2012.0,10,140000.0,2000.0,4,0,12500.0
12796,61,755,1990.0,10,0.0,1600.0,4,1,1550.0
12797,61,143,2012.0,11,225000.0,1300.0,0,1,6749.0
12798,61,755,1991.0,10,1.0,1800.0,4,0,1050.0
12799,66,383,2008.0,6,235000.0,1500.0,0,1,4150.0
12800,82,545,2009.0,11,280000.0,1400.0,3,1,7000.0
12802,42,234,2015.0,3,155000.0,2200.0,0,0,20999.0
12803,48,605,2012.0,11,128147.0,3456.0,2,0,28900.0
12804,82,545,2015.0,6,189000.0,1400.0,5,0,13999.0
12805,61,143,2012.0,1,254500.0,1956.0,0,0,4999.0
12807,27,350,2014.0,10,135652.0,2000.0,2,0,12399.0
12808,47,608,2015.0,10,200000.0,2000.0,0,0,11000.0
12810,55,289,2001.0,10,330000.0,2200.0,0,0,4650.0
12811,61,259,2012.0,4,171000.0,1300.0,0,1,5300.0
12812,26,597,2012.0,5,170000.0,1300.0,0,1,5299.0
12813,66,489,2005.0,6,12345.0,1500.0,0,1,3399.0
12814,55,157,2015.0,4,150000.0,2000.0,0,1,8500.0
12815,79,150,2010.0,10,320000.0,2200.0,0,1,4800.0
12816,72,524,2012.0,11,168000.0,1200.0,4,1,6200.0
12817,66,489,2004.0,4,225126.0,1400.0,4,1,2400.0
12818,61,249,2005.0,11,222222.0,1400.0,4,1,3500.0
12819,66,245,2011.0,10,123000.0,1149.0,4,1,3200.0
12820,72,703,2015.0,10,150000.0,2000.0,0,1,120000.0
12821,55,626,2009.0,10,140000.0,3500.0,4,0,12800.0
12822,66,489,2008.0,11,245000.0,1465.0,0,1,3700.0
12823,6,111,2012.0,10,138.0,2000.0,4,0,13000.0
12824,6,584,2009.0,3,12000.0,3000.0,0,0,12000.0
12825,16,217,2014.0,9,98000.0,2200.0,0,0,13200.0
12826,60,455,2015.0,4,68000.0,0.0,1,0,9500.0
12827,43,692,2017.0,3,75000.0,2000.0,3,0,16999.0
12828,79,258,2008.0,6,200000.0,2000.0,0,1,4500.0
12829,60,425,2014.0,3,156258.0,1500.0,0,1,7999.0
12830,37,650,2016.0,9,157000.0,2200.0,0,0,23900.0
12832,19,461,2018.0,10,200000.0,1500.0,0,1,5500.0
12833,72,524,2014.0,10,1586.0,1600.0,0,1,100000.0
12834,43,684,2011.0,3,167000.0,2200.0,0,0,12199.0
12835,35,240,2009.0,10,186800.0,1300.0,2,1,4899.0
12836,83,637,2010.0,10,108000.0,200.0,4,0,11700.0
12837,42,380,2006.0,9,235628.0,3000.0,0,0,5250.0
12838,48,306,2018.0,10,21400.0,2500.0,2,0,28900.0
12839,61,249,2008.0,6,300000.0,1000.0,0,1,3200.0
12840,64,479,2016.0,3,64500.0,3000.0,4,0,32900.0
12843,61,807,2010.0,6,114000.0,1800.0,4,1,7700.0
12844,55,289,2009.0,10,293000.0,3000.0,0,0,7500.0
12845,8,88,2009.0,10,280000.0,2993.0,0,0,17500.0
12847,60,717,1996.0,9,255000.0,2400.0,3,1,5250.0
12848,61,143,2006.0,11,3000000.0,1700.0,0,1,4000.0
12849,27,350,2016.0,10,121000.0,2000.0,5,0,12800.0
12850,27,308,2017.0,3,120000.0,2000.0,4,0,14200.0
12851,6,583,2014.0,11,150000.0,2000.0,4,0,16800.0
12852,8,76,2000.0,10,250000.0,2800.0,4,0,3900.0
12853,55,289,2011.0,10,256000.0,1800.0,3,0,11300.0
12854,82,545,2008.0,10,262000.0,1600.0,3,1,6000.0
12855,62,85,2002.0,10,247000.0,2200.0,0,1,2200.0
12856,61,143,1992.0,11,100000000.0,1600.0,4,1,1200.0
12857,82,375,1987.0,4,11111.0,1800.0,4,1,8000.0
12858,81,33,1990.0,4,1111111.0,1500.0,4,1,9000.0
12859,8,76,1992.0,11,256000.0,2000.0,4,1,3000.0
12860,47,610,2012.0,9,141000.0,3000.0,0,0,20900.0
12861,66,448,1995.0,4,126000.0,2000.0,4,1,600.0
12862,27,657,1991.0,10,200000.0,2400.0,4,0,900.0
12863,66,383,2013.0,6,138500.0,1500.0,0,0,7999.0
12868,35,420,2007.0,4,160000.0,1400.0,4,0,4700.0
12869,27,350,2013.0,10,140000.0,2000.0,5,0,10500.0
12870,79,145,2013.0,4,23000.0,1400.0,0,1,8200.0
12871,27,339,2011.0,11,196000.0,1600.0,0,1,5400.0
12872,79,257,2005.0,10,287.0,1400.0,0,0,4799.0
12873,82,728,2013.0,6,183000.0,1600.0,0,0,8250.0
12874,66,489,2004.0,10,250000.0,1500.0,0,1,2750.0
12875,27,736,2008.0,6,280000.0,1800.0,0,1,3400.0
12876,66,489,2004.0,10,200000.0,1500.0,0,1,2750.0
12877,82,212,2010.0,6,370000.0,1600.0,0,1,6150.0
12878,8,51,2005.0,10,29.0,2000.0,4,1,3500.0
12879,27,308,2017.0,3,118000.0,1500.0,4,0,12300.0
12880,79,570,2010.0,10,210000.0,1800.0,2,0,6800.0
12881,27,350,2005.0,4,213000.0,1400.0,4,1,2950.0
12883,66,655,2005.0,11,280000.0,1500.0,0,1,2599.0
12884,66,244,2015.0,4,139000.0,1200.0,4,1,4890.0
12885,71,410,2012.0,11,149000.0,1200.0,0,1,5600.0
12886,82,504,2002.0,5,192000.0,2500.0,0,1,10900.0
12887,55,360,2014.0,3,258000.0,2200.0,0,1,14500.0
12888,55,289,2014.0,11,300.0,2200.0,0,0,13500.0
12889,82,212,2006.0,6,1.0,1900.0,0,1,6500.0
12891,55,106,2003.0,6,1111.0,1400.0,4,1,2850.0
12892,37,486,2002.0,5,280000.0,1600.0,4,1,3200.0
12893,8,784,2018.0,9,10000.0,2993.0,0,0,42990.0
12894,82,545,2010.0,10,158000.0,1984.0,4,0,7599.0
12895,61,259,2006.0,4,231000.0,1300.0,0,0,2550.0
12896,58,687,2002.0,6,416000.0,1900.0,0,1,3100.0
12897,8,76,1997.0,10,30000.0,2500.0,4,1,2500.0
12899,61,807,2005.0,6,200.0,1600.0,3,1,3550.0
12901,35,120,1993.0,2,390000.0,1997.0,4,0,2000.0
12902,82,133,2019.0,9,50.0,1995.0,4,0,34900.0
12903,19,462,2011.0,6,180000.0,1500.0,0,1,5700.0
12904,57,261,2019.0,3,15000.0,2000.0,4,0,28200.0
12905,82,545,2006.0,10,11111.0,2000.0,4,1,5250.0
12906,79,257,2005.0,4,0.0,1400.0,0,1,5750.0
12907,79,257,2005.0,4,243000.0,1400.0,0,0,5799.0
12908,66,489,2010.0,11,129000.0,1461.0,0,0,2000.0
12909,72,328,2016.0,11,78.0,1400.0,0,1,8000.0
12910,55,178,2016.0,10,90000.0,1800.0,4,0,21900.0
12911,50,730,1986.0,10,70000.0,5000.0,4,0,3600.0
12912,6,109,2014.0,11,114500.0,1390.0,4,0,13600.0
12913,6,111,2018.0,10,14000.0,1998.0,0,0,21900.0
12914,79,451,2005.0,9,290000.0,3000.0,0,0,14700.0
12915,6,113,2010.0,4,200.0,2700.0,0,0,6499.0
12916,55,289,2011.0,10,215000.0,2500.0,0,0,13800.0
12917,82,545,2016.0,10,69884.0,1800.0,4,0,19500.0
12918,82,375,2005.0,4,310000.0,1900.0,0,1,5999.0
12919,79,150,2009.0,11,220000.0,2000.0,4,0,8700.0
12920,37,298,2019.0,10,22000.0,1600.0,4,0,17400.0
12921,19,462,2015.0,11,155000.0,1500.0,0,1,5600.0
12922,66,433,2002.0,6,200000.0,1900.0,0,1,1499.0
12923,8,76,2007.0,10,400000.0,2000.0,0,0,7999.0
12924,8,76,2007.0,10,300000.0,2000.0,0,0,7499.0
12925,83,789,2007.0,9,300000.0,2400.0,0,0,10999.0
12926,8,76,2005.0,10,225000.0,2500.0,4,0,7499.0
12927,19,461,2008.0,10,300000.0,1400.0,3,1,799.0
12928,8,76,2008.0,10,343000.0,2000.0,0,0,1799.0
12929,60,777,2018.0,9,3690.0,2488.0,4,0,21900.0
12930,37,742,2005.0,9,270300.0,2000.0,0,1,4500.0
12931,60,548,2012.0,9,134000.0,2500.0,0,0,17000.0
12935,79,257,2005.0,10,170000.0,1400.0,0,1,5600.0
12936,61,249,2014.0,5,194000.0,1300.0,0,1,7200.0
12937,66,448,2004.0,11,302000.0,1998.0,4,1,2200.0
12938,66,433,2015.0,6,113000.0,1500.0,0,1,4900.0
12940,62,52,2018.0,9,160000.0,1500.0,0,0,15500.0
12942,81,33,1998.0,10,19960.0,1500.0,4,1,1000.0
12943,6,112,2011.0,2,110000.0,2000.0,4,0,12300.0
12944,19,461,2008.0,11,2600.0,1600.0,3,1,2500.0
12945,82,545,1993.0,11,225789.0,1900.0,0,1,700.0
12946,79,150,2001.0,10,300000.0,2000.0,0,1,3800.0
12948,8,76,2018.0,10,58000.0,1998.0,5,0,40500.0
12949,72,625,2007.0,5,200000.0,1400.0,3,1,4500.0
12950,79,257,2009.0,10,83000.0,1400.0,4,1,7000.0
12951,66,655,2004.0,4,345000.0,1500.0,0,1,2800.0
12952,79,257,2014.0,10,184000.0,1600.0,4,0,11000.0
12953,58,366,1995.0,10,23512.0,1800.0,4,1,600.0
12954,58,449,1995.0,10,2222.0,1300.0,3,1,650.0
12955,76,165,1997.0,1,450000.0,1600.0,3,1,1650.0
12956,19,288,2014.0,9,112414.0,1500.0,0,1,8550.0
12957,72,524,2019.0,11,35007.0,1998.0,0,0,22900.0
12958,55,178,1994.0,10,180000.0,1800.0,3,1,4500.0
12959,79,570,2013.0,4,146453.0,1800.0,2,0,9999.0
12960,8,76,2000.0,10,477333.0,2000.0,3,1,4333.0
12961,66,383,2013.0,6,180000.0,1500.0,0,1,7800.0
12963,61,143,2008.0,11,209112.0,1248.0,0,1,4200.0
12964,8,76,2006.0,10,320000.0,3000.0,0,0,9500.0
12965,6,113,1996.0,10,234567.0,2598.0,4,0,3400.0
12966,79,402,2014.0,3,185000.0,2700.0,3,0,18900.0
12967,35,201,2005.0,3,278000.0,2000.0,4,1,7900.0
12968,82,545,1992.0,10,230234.0,1900.0,0,1,1750.0
